	Hairpin	Distance_PRE	PRE	score_kf19	PcG_OR	PcG_pval	trxG_OR	trxG_pval	PcG_complex	PcG_genes	trxG_complex	trxG_genes
dme-miR-314-5p	dme-mir-314	7612.0	3L:11764651..11765400	0.88	0.7559111691704768	0.7458709323315771	1.375943873000773	0.36118180453967097	PRC1, PRC2, dRAF	"Su(z)2 [-0.044] ,
 Jing [-0.164]"	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.297] ,
 Cfp1 [-0.005] ,
 mor [-0.001] ,
 osa [-0.136]"
dme-miR-315-3p	dme-mir-315	6071.0	3L:18854151..18854900	0.805	0.9095531587057011	0.6556116746093852	0.7577041602465331	0.7440151762427144	PRC1, PRC2, PhoRC, dRAF	"Su(z)2 [-1.785] ,
 Scm [-0.148]"	BAP, PBAP	"brm [-0.000] ,
 osa [-0.041]"
dme-miR-315-5p	dme-mir-315	6071.0	3L:18854151..18854900	0.805	1.862046204620462	0.1343691160198841	0.9487569761542364	0.6197279511699807	PRC1, PRC2, dRAF, PR-DUB, PRE-binding/Recruiters	"Su(z)2 [-0.392] ,
 Ph-p [-0.235] ,
 Su(z)12 [-0.820] ,
 Pcl [-0.182] ,
 Jing [-0.280] ,
 Asx [-0.184] ,
 Cg [-0.847]"	TAC1, COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"nej [-0.669] ,
 Hcf [-0.012] ,
 Mnn1 [-0.551] ,
 brm [-0.000] ,
 Act5C [-0.018]"
dme-miR-316-3p	dme-mir-316	449.0	3L:21669251..21670750	0.825	1.520220148360852	0.49321903648145127			PhoRC	Pho [-0.317]		
dme-miR-316-5p	dme-mir-316	449.0	3L:21669251..21670750	0.825			1.3413099651724525	0.4091970707531915			TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	"nej [-0.342] ,
 Ash2 [-0.868] ,
 Rbbp5 [-0.159]"
dme-miR-318-3p	dme-mir-318	11727.0	3R:10420029..10421678	0.855								
dme-miR-318-5p	dme-mir-318	11727.0	3R:10420029..10421678	0.855	2.4846153846153847	0.2092347183581374	0.991496062992126	0.6427420513733082	PRC1, PRC2, PhoRC, dRAF	"Sce [-0.020] ,
 Scm [-0.035]"	ASH1	fs(1)h [-0.023]
dme-miR-31a-3p	dme-mir-31a	8510.0	2R:17792396..17793345	0.815	2.7863436123348015	0.1768038068213688	1.1116483516483517	0.6015607931979294	PRC2, PhoRC	"Jarid2 [-0.138] ,
 dSfmbt [-0.054]"	COMPASS-SET1	Cfp1 [-0.679]
dme-miR-31a-5p	dme-mir-31a	8510.0	2R:17792396..17793345	0.815	1.3452380952380953	0.5352932461859987	1.1296428571428572	0.5957919224357989	PRC1	Pc [-0.211]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.007]
dme-miR-31b-3p	dme-mir-31b	29737.0	X:9023168..9024117	0.86	1.3641456582633054	0.530426284598647	1.1455203619909502	0.5907833294248366	PRC2	Jarid2 [-0.138]	COMPASS-SET1	Cfp1 [-0.679]
dme-miR-31b-5p	dme-mir-31b	29737.0	X:9023168..9024117	0.86	1.3802985725182522	0.5263333530090718	1.1590846681922198	0.5865639672984386	PRC1	Pc [-0.211]	COMPASS-SET1, COMPASS-TRX	Hcf [-0.007]
dme-miR-33-3p	dme-mir-33	45811.0	3L:19751651..19752150	0.82	1.037293348712034	0.560560404563428	2.925520381613183	0.009802018141489545	PRC1, PRC2, dRAF	"Pc [-0.329] ,
 Psc [-0.236] ,
 Escl [-0.323] ,
 Pcl [-0.254]"	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"Wds [-0.062] ,
 Cfp1 [-0.006] ,
 Ash1 [-0.087] ,
 fs(1)h [-0.416] ,
 brm [-0.000] ,
 mor [-0.302] ,
 osa [-0.373] ,
 Act5C [-0.243] ,
 e(y)3 [-0.674] ,
 Kis [-0.259]"
dme-miR-33-5p	dme-mir-33	45811.0	3L:19751651..19752150	0.82	5.277466890505503	0.0003027761622800446	2.3278447515436635	0.05540740083654927	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-0.400] ,
 Scm [-0.071] ,
 Jarid2 [-0.316] ,
 Jing [-0.404] ,
 Pho [-0.002] ,
 Phol [-0.037] ,
 dSfmbt [-0.232] ,
 Kdm2 [-0.230] ,
 Asx [-0.090] ,
 Cg [-0.208]"	TAC1, COMPASS-SET1, COMPASS-TRX, BAP, PBAP, KIS	"trx [-0.148] ,
 Sbf [-0.024] ,
 dSET1 [-0.295] ,
 osa [-0.046] ,
 Act5C [-0.029] ,
 BAP170 [-0.001] ,
 Kis [-0.282]"
dme-miR-34-3p	dme-mir-34	8143.0	3R:10109079..10109828	0.9								
dme-miR-34-5p	dme-mir-34	8143.0	3R:10109079..10109828	0.9	5.3993993993994	0.01022415661286731			PRC1, PRC2	"Ph-d [-0.158] ,
 Su(z)12 [-0.424] ,
 Pcl [-1.224] ,
 Jing [-0.183]"		
dme-miR-3641-3p	dme-mir-3641	3119.0	X:2167418..2167967	0.805	2.1334149326805387	0.1911296556385532	0.5390055248618785	0.8445428729443797	PRC1, PhoRC, dRAF, PR-DUB	"Su(z)2 [-0.068] ,
 Phol [-0.092] ,
 Calypso [-0.262]"	BAP, PBAP	Bap60 [-0.670]
dme-miR-3641-5p	dme-mir-3641	3119.0	X:2167418..2167967	0.805	2.2677238230394274	0.1699448564973683	1.8727254192364544	0.23863497300441672	PRC1, dRAF, PR-DUB	"Pc [-0.581] ,
 Su(z)2 [-0.082] ,
 Calypso [-0.298]"	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.002] ,
 osa [-0.062] ,
 Act5C [-0.009]"
dme-miR-3642-3p	dme-mir-3642	27005.0	3L:11601651..11602500	0.8	0.559384843431536	0.834291302798541	1.5349605898804983	0.33394647701194907	PRC1, dRAF	Su(z)2 [-0.061]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, PBAP	"Wds [-0.419] ,
 Dpy-30L1 [-1.269] ,
 BAP170 [-0.048]"
dme-miR-3642-5p	dme-mir-3642	27005.0	3L:11601651..11602500	0.8	2.7440023621466008	0.11536397389805528	0.6928671328671329	0.7677248836148824	PRC1, PR-DUB	"Pc [-0.189] ,
 Asx [-0.201] ,
 Calypso [-0.141]"	BAP	osa [-0.062]
dme-miR-3643-3p	dme-mir-3643	25936.0	2R:17792396..17793345	0.815	1.050972501676727	0.62309651081608	1.8420047031158142	0.3118888056810158	PRC2	Escl [-0.345]	COMPASS-SET1, COMPASS-TRX, BAP	"Hcf [-0.387] ,
 osa [-0.052]"
dme-miR-3643-5p	dme-mir-3643	25936.0	2R:17792396..17793345	0.815	0.9865671641791045	0.6140735029007155			PRC2, PhoRC	"Pcl [-0.128] ,
 dSfmbt [-0.222]"		
dme-miR-3644-3p	dme-mir-3644	55563.0	3R:15247920..15248678	0.815	3.7394522575869726	0.005444149457483879	1.9599194939620472	0.12166778593443897	PRC1, PRC2, PhoRC	"Ph-p [-0.398] ,
 Scm [-0.375] ,
 Su(z)12 [-0.067] ,
 Escl [-0.408] ,
 Pcl [-0.535] ,
 Jarid2 [-0.831] ,
 Jing [-0.129] ,
 dSfmbt [-0.004]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"Sbf [-0.016] ,
 Hcf [-0.008] ,
 Cfp1 [-0.010] ,
 Trr [-0.876] ,
 Ash1 [-0.162] ,
 Bap111 [-0.779]"
dme-miR-3644-5p	dme-mir-3644	55563.0	3R:15247920..15248678	0.815	1.7276150627615063	0.34129247915568883	0.6898050139275766	0.7691818523499492	PRC1, PR-DUB	"Pc [-0.240] ,
 Calypso [-0.155]"	COMPASS-SET1, COMPASS-TRX	Hcf [-0.543]
dme-miR-3645-3p	dme-mir-3645	11116.0	X:5610368..5611300	0.8	1.518809178537917	0.34393944804302023	1.7499078374990784	0.22559963929315655	PRC1, PRC2, PhoRC	"Pc [-0.063] ,
 Esc [-0.581] ,
 Pho [-0.001]"	TAC1, COMPASS-SET1, COMPASS-TRX, ASH1, BAP, PBAP	"nej [-0.040] ,
 Hcf [-0.594] ,
 fs(1)h [-0.097] ,
 Bap60 [-0.375]"
dme-miR-3645-5p	dme-mir-3645	11116.0	X:5610368..5611300	0.8	1.7854676258992805	0.32750318664903943	0.7128735632183908	0.7582899733449544	PRC1, PR-DUB	"Pc [-0.274] ,
 Calypso [-0.195]"	BAP	osa [-0.062]
dme-miR-375-3p	dme-mir-375	4942.0	2L:852051..852600	0.82	1.814141414141414	0.21416504345429205	3.0137203555489984	0.018620295901812776	PRC1, PRC2, dRAF, PR-DUB	"Su(z)2 [-0.557] ,
 Ph-d [-0.192] ,
 Jing [-0.287] ,
 Asx [-0.409]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"nej [-0.478] ,
 Rbbp5 [-0.204] ,
 Hcf [-0.005] ,
 Trr [-0.020] ,
 Ash1 [-0.352] ,
 fs(1)h [-0.436] ,
 Act5C [-0.000]"
dme-miR-375-5p	dme-mir-375	4942.0	2L:852051..852600	0.82	5.476407914764079	0.009760365974831368	0.9794552529182879	0.6471374575933191	PRC1, PRC2, PhoRC	"Ph-p [-0.306] ,
 Ph-d [-0.075] ,
 Jing [-0.302] ,
 dSfmbt [-0.115]"	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Wds [-0.026]
dme-miR-4-3p	dme-mir-4	1724.0	2R:19658896..19659645	0.845	0.4491962390051562	0.8910097407272799	0.7865205843293492	0.7262841906157085	PRC2	Jing [-0.040]	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.326] ,
 brm [-0.325]"
dme-miR-4-5p	dme-mir-4	1724.0	2R:19658896..19659645	0.845	1.9247180737580005	0.15799576171344332	1.5575568166241742	0.25716199187691446	PRC1, PRC2, PhoRC, dRAF	"Pc [-0.378] ,
 Su(z)2 [-0.143] ,
 Scm [-0.373] ,
 Pho [-0.568] ,
 Phol [-0.238]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"nej [-0.155] ,
 Hcf [-0.008] ,
 Trr [-0.085] ,
 brm [-0.256] ,
 BAP170 [-0.015]"
dme-miR-4908-3p	dme-mir-4908	13150.0	3R:30519979..30520528	0.835	0.8740943940353099	0.6889278017056006	3.35203668734826	0.04269433706967827	PRC2	Su(z)12 [-0.011]	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"dSET1 [-0.479] ,
 Mnn1 [-0.430] ,
 Bap60 [-0.355] ,
 Act5C [-0.230]"
dme-miR-4909-3p	dme-mir-4909	11029.0	2R:7722446..7723395	0.805	4.480552070263488	0.0007253127527065142	1.0631344736476152	0.5302846379657593	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-0.625] ,
 Psc [-0.213] ,
 Su(z)2 [-0.463] ,
 Scm [-0.477] ,
 E(z) [-0.589] ,
 Su(z)12 [-0.125] ,
 Pcl [-0.106] ,
 dSfmbt [-0.160] ,
 Kdm2 [-0.513] ,
 Asx [-0.230] ,
 Cg [-0.243]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"trx [-0.084] ,
 Wds [-0.059] ,
 Mnn1 [-0.134] ,
 fs(1)h [-0.112] ,
 Bap60 [-0.234]"
dme-miR-4910-5p	dme-mir-4910	870.0	2L:4818751..4819250	0.81	3.403225806451613	0.004662987082663585	1.2511480042387848	0.37750474728820915	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-0.299] ,
 Psc [-0.079] ,
 Su(z)2 [-0.555] ,
 Scm [-1.677] ,
 E(z) [-0.947] ,
 Su(z)12 [-0.079] ,
 Pcl [-0.394] ,
 dSfmbt [-0.001] ,
 Kdm2 [-0.105] ,
 Asx [-0.118] ,
 Cg [-0.827]"	TAC1, COMPASS-TRX, ASH1, BAP, PBAP	"nej [-0.783] ,
 Mnn1 [-1.030] ,
 Ash1 [-0.192] ,
 fs(1)h [-1.189] ,
 mor [-0.001] ,
 Bap60 [-0.363] ,
 Act5C [-0.338]"
dme-miR-4911-3p	dme-mir-4911	15225.0	3R:15851579..15852328	0.82	3.9806157354618015	0.0016639331226366207	2.1045776457183707	0.06115591967452931	PRC1, PRC2, PhoRC, dRAF, PRE-binding/Recruiters	"Pc [-0.109] ,
 Psc [-0.446] ,
 Su(z)2 [-0.725] ,
 Ph-p [-0.615] ,
 Scm [-0.155] ,
 Escl [-0.313] ,
 Pcl [-0.459] ,
 Jing [-0.012] ,
 Pho [-0.394] ,
 dSfmbt [-0.004] ,
 Cg [-0.190]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"nej [-0.304] ,
 Wds [-0.969] ,
 Hcf [-0.004] ,
 Mnn1 [-0.237] ,
 fs(1)h [-1.407] ,
 Act5C [-0.722] ,
 Bap111 [-0.026] ,
 e(y)3 [-0.090] ,
 BAP170 [-0.002]"
dme-miR-4912-5p	dme-mir-4912	7212.0	2L:4837251..4838250	0.895	2.0101449275362318	0.28082069923230735			PRC1, PRC2, dRAF	"Sce [-0.018] ,
 Jing [-0.033]"		
dme-miR-4913-3p	dme-mir-4913	18210.0	3L:8372451..8373650	0.805	0.9539860888175495	0.6578203504420238	1.6717577706323687	0.3524491317423356	PhoRC	Phol [-0.587]	COMPASS-SET1, COMPASS-TRX, ASH1	"Hcf [-0.184] ,
 Ash1 [-0.398]"
dme-miR-4914-5p	dme-mir-4914	12622.0	2L:2750190..2750650	0.805	1.707448275862069	0.34629086725003855	0.6817630853994491	0.7730242690652204	PRC1, PR-DUB	"Pc [-0.240] ,
 Calypso [-0.155]"	COMPASS-SET1, COMPASS-TRX	Hcf [-0.543]
dme-miR-4915-5p	dme-mir-4915	142615.0	X:276000..276467	0.825	1.6040312093628089	0.37359590501821877	0.6405194805194805	0.7930825297902204	PRC1, PRC2, dRAF	"Su(z)2 [-0.072] ,
 Pcl [-0.048]"	BAP, PBAP	Bap111 [-0.391]
dme-miR-4916-3p	dme-mir-4916	11950.0	X:9248468..9248967	0.805	1.1941201902291396	0.46145214589192896	1.9824390494013895	0.10073058117978761	PRC1, PRC2, PhoRC, dRAF	"Ph-p [-0.034] ,
 Scm [-0.603] ,
 Jing [-0.561] ,
 Kdm2 [-0.041]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"trx [-0.686] ,
 nej [-0.013] ,
 Ash2 [-0.927] ,
 Hcf [-0.014] ,
 Mnn1 [-0.782] ,
 osa [-0.162] ,
 BAP170 [-0.001]"
dme-miR-4917-3p	dme-mir-4917	2873.0	X:14202418..14202967	0.89	1.1523809523809523	0.5900662807529444	2.0200706486833653	0.2761994013426958	PRC1, dRAF	Psc [-0.162]	COMPASS-SET1, ASH1	"Cfp1 [-0.003] ,
 Ash1 [-0.173]"
dme-miR-4918-5p	dme-mir-4918	907.0	3R:8306579..8307578	0.83			0.8362541806020067	0.7034712871637679			COMPASS-TRX	Mnn1 [-0.057]
dme-miR-4919-3p	dme-mir-4919	0.0	2R:15945846..15946545	0.83	2.1730215217759703	0.38009414265217867			PRE-binding/Recruiters	Spps [-0.538]		
dme-miR-4919-5p	dme-mir-4919	0.0	2R:15945846..15946545	0.83	1.7663344407530455	0.44370259921255034			PRC1	Pc [-0.405]		
dme-miR-4939-3p	dme-mir-4939	45209.0	2R:23030528..23031227	0.875			2.056	0.39497144238117227			ASH1	Ash1 [-0.123]
dme-miR-4940-3p	dme-mir-4940	16343.0	3L:9127551..9128250	0.805	0.8949791396921306	0.6805688627829563			PRE-binding/Recruiters	Spps [-0.274]		
dme-miR-4940-5p	dme-mir-4940	16343.0	3L:9127551..9128250	0.805	1.771622934888241	0.44274346575802526	1.4876967930029155	0.49900087474752686	PhoRC	Phol [-0.110]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Rbbp5 [-0.222]
dme-miR-4941-3p	dme-mir-4941	1789.0	3L:16028451..16029400	0.91	3.451219512195122	0.12716300615119905	2.8751129177958448	0.16652897949244042	PRC1, PRE-binding/Recruiters	"Ph-d [-0.102] ,
 Spps [-0.609]"	ASH1	"Ash1 [-0.134] ,
 fs(1)h [-0.105]"
dme-miR-4941-5p	dme-mir-4941	1789.0	3L:16028451..16029400	0.91								
dme-miR-4942-3p	dme-mir-4942	277328.0	3L:23061401..23061900	0.8	1.3208020050125313	0.5417076694899681			dRAF	Kdm2 [-0.001]		
dme-miR-4943-3p	dme-mir-4943	4310.0	2L:16532801..16533300	0.855								
dme-miR-4943-5p	dme-mir-4943	4310.0	2L:16532801..16533300	0.855	1.712167568839727	0.16540468898344154	1.2779349169298366	0.34298406346230587	PRC1, PRC2, PhoRC, dRAF, PR-DUB	"Psc [-0.305] ,
 Su(z)2 [-2.147] ,
 Scm [-0.710] ,
 E(z) [-0.471] ,
 Su(z)12 [-0.088] ,
 Esc [-0.031] ,
 Escl [-0.374] ,
 Pcl [-0.328] ,
 Jing [-0.215] ,
 Pho [-0.428] ,
 Phol [-0.402] ,
 dSfmbt [-0.393] ,
 Kdm2 [-0.043] ,
 Asx [-0.078] ,
 Calypso [-0.147]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"trx [-0.546] ,
 nej [-1.317] ,
 Wds [-0.023] ,
 Hcf [-1.052] ,
 Ash1 [-0.002] ,
 fs(1)h [-0.506] ,
 brm [-0.220] ,
 mor [-0.222] ,
 osa [-0.278] ,
 Bap60 [-0.238] ,
 Act5C [-0.000] ,
 Snr1 [-0.900] ,
 Bap111 [-0.420] ,
 e(y)3 [-0.032] ,
 BAP170 [-0.015] ,
 Kis [-0.059]"
dme-miR-4944-3p	dme-mir-4944	3896.0	3R:10517029..10517828	0.84	1.6196500105418512	0.2709149744102924	1.7359855334538878	0.19824798276969158	PRC1, PRC2, PhoRC	"Pc [-0.245] ,
 Escl [-0.365] ,
 Jing [-0.106] ,
 dSfmbt [-0.312]"	TAC1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"trx [-0.410] ,
 nej [-0.113] ,
 Trr [-0.031] ,
 brm [-0.000] ,
 osa [-0.315]"
dme-miR-4944-5p	dme-mir-4944	3896.0	3R:10517029..10517828	0.84	1.0912727272727272	0.5620288859799176	2.6051569214741503	0.061901096858803045	PRC2	"Pcl [-0.216] ,
 Jing [-0.011]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, KIS	"nej [-0.067] ,
 Ash2 [-1.831] ,
 Mnn1 [-0.517] ,
 fs(1)h [-0.164] ,
 Kis [-1.531]"
dme-miR-4945-5p	dme-mir-4945	28623.0	3R:11470929..11471478	0.835	1.6960913482652613	0.2467858257778471	1.3872320038327943	0.3559837018242401	PRC1, PRC2, PhoRC, dRAF, PR-DUB	"Pc [-0.613] ,
 Su(z)2 [-0.507] ,
 Scm [-0.315] ,
 Asx [-0.158]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, KIS	"nej [-0.432] ,
 Wds [-0.056] ,
 fs(1)h [-0.442] ,
 Kis [-0.538]"
dme-miR-4946-5p	dme-mir-4946	211.0	2L:18866001..18866950	0.82	1.421709323583181	0.30356332130520414	1.6858966540635036	0.15788255085838898	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Su(z)2 [-0.865] ,
 Scm [-0.247] ,
 E(z) [-1.067] ,
 Jing [-0.256] ,
 Asx [-0.576] ,
 Cg [-0.146]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP	"nej [-0.198] ,
 Rbbp5 [-0.125] ,
 Hcf [-0.427] ,
 Cfp1 [-0.001] ,
 Mnn1 [-0.293] ,
 fs(1)h [-0.668] ,
 Act5C [-0.480] ,
 e(y)3 [-0.178]"
dme-miR-4947-5p	dme-mir-4947	1824.0	3R:29006379..29007028	0.815	5.244331455270029	0.025670133179198185			PRC1, PRC2, dRAF	"Psc [-0.104] ,
 Su(z)12 [-0.139] ,
 Jing [-0.046]"		
dme-miR-4948-3p	dme-mir-4948	9176.0	3R:31060379..31061428	0.825								
dme-miR-4948-5p	dme-mir-4948	9176.0	3R:31060379..31061428	0.825	2.104105090311987	0.3895881848010406			PhoRC	Phol [-0.620]		
dme-miR-4949-3p	dme-mir-4949	0.0	3R:31218629..31219878	0.825			1.1757977700884275	0.5211613904119339			TAC1, PBAP	"nej [-0.108] ,
 e(y)3 [-0.578]"
dme-miR-4949-5p	dme-mir-4949	0.0	3R:31218629..31219878	0.825			1.1842990654205607	0.5788634738793523			COMPASS-TRR	Trr [-0.191]
dme-miR-4950-3p	dme-mir-4950	6677.0	3R:7458129..7459078	0.8			1.600766486057883	0.3121714270641476			COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.004] ,
 Mnn1 [-0.661] ,
 Bap111 [-0.403]"
dme-miR-4950-5p	dme-mir-4950	6677.0	3R:7458129..7459078	0.8	1.008218515832729	0.6380079813501025			PhoRC	Phol [-0.180]		
dme-miR-4951-3p	dme-mir-4951	27138.0	3R:21289029..21289578	0.89	1.4637231503579953	0.41561071880642647			PhoRC	"Pho [-0.003] ,
 dSfmbt [-0.076]"		
dme-miR-4951-5p	dme-mir-4951	27138.0	3R:21289029..21289578	0.89			4.4843096234309625	0.08180612622647311			ASH1	"Ash1 [-0.076] ,
 fs(1)h [-0.080]"
dme-miR-4953-3p	dme-mir-4953	43662.0	3R:22729729..22730478	0.895	1.930232558139535	0.09172048644837572	1.6542799629357445	0.13958087864560167	PRC1, PRC2, PhoRC, dRAF, PR-DUB, PRE-binding/Recruiters	"Su(z)2 [-0.593] ,
 Scm [-0.843] ,
 Su(z)12 [-0.056] ,
 Escl [-0.304] ,
 Pcl [-0.283] ,
 Jing [-0.143] ,
 Pho [-2.377] ,
 dSfmbt [-0.254] ,
 Asx [-0.128] ,
 Calypso [-0.302] ,
 Cg [-0.112]"	TAC1, COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, ASH1, BAP, PBAP, KIS	"trx [-1.158] ,
 nej [-1.549] ,
 dSET1 [-1.134] ,
 Wds [-0.464] ,
 Hcf [-0.375] ,
 Mnn1 [-0.078] ,
 Ash1 [-0.002] ,
 fs(1)h [-1.847] ,
 mor [-0.429] ,
 osa [-0.361] ,
 BAP170 [-0.428] ,
 Kis [-0.135]"
dme-miR-4954-3p	dme-mir-4954	5674.0	X:2034768..2035717	0.815			1.0678224101479916	0.6160338193602639			BAP	osa [-0.056]
dme-miR-4954-5p	dme-mir-4954	5674.0	X:2034768..2035717	0.815	5.9523809523809526	0.16208308505327082			PRC1	Pc [-0.075]		
dme-miR-4955-3p	dme-mir-4955	210.0	X:2545118..2546117	0.825	3.330366492146597	0.1345082766308598	1.3281462140992166	0.5382459298758324	PhoRC, dRAF	"Phol [-0.443] ,
 Kdm2 [-0.396]"	ASH1	Ash1 [-0.119]
dme-miR-4955-5p	dme-mir-4955	210.0	X:2545118..2546117	0.825	2.9097269239449335	0.3012870392803024			PhoRC	Pho [-0.004]		
dme-miR-4956-3p	dme-mir-4956	24815.0	X:7110668..7111367	0.89	0.9588325652841782	0.6560078456195819	0.8051612903225807	0.7167310403053915	PRC2	Escl [-0.466]	PBAP	BAP170 [-0.002]
dme-miR-4956-5p	dme-mir-4956	24815.0	X:7110668..7111367	0.89	1.594486215538847	0.4772007649074146	1.3389473684210527	0.5354081803261816	PRC1	Ph-p [-0.074]	TAC1	Sbf [-0.237]
dme-miR-4957-3p	dme-mir-4957	0.0	X:15319818..15320367	0.87								
dme-miR-4957-5p	dme-mir-4957	0.0	X:15319818..15320367	0.87	4.327027027027027	0.08813274882995084			PRC1, dRAF	"Pc [-0.068] ,
 Sce [-0.008]"		
dme-miR-4958-3p	dme-mir-4958	1962.0	X:16083018..16083567	0.825			2.056	0.39497144238117227			BAP, PBAP	brm [-0.001]
dme-miR-4958-5p	dme-mir-4958	1962.0	X:16083018..16083567	0.825	1.1036724652960814	0.605534217566091	3.033816425120773	0.09060092751754309	PhoRC	dSfmbt [-0.285]	ASH1, BAP, PBAP	"fs(1)h [-0.026] ,
 Act5C [-0.000] ,
 Bap111 [-0.510]"
dme-miR-4959-5p	dme-mir-4959	14381.0	X:19153018..19154867	0.86	2.3561424825733837	0.1576205367060745	1.241504854368932	0.4934380626369199	PRC2	"Esc [-0.523] ,
 Pcl [-0.055] ,
 Jing [-0.150]"	COMPASS-TRR, BAP, PBAP	"Trr [-0.039] ,
 Act5C [-0.000]"
dme-miR-4960-3p	dme-mir-4960	15.0	X:569918..570517	0.815			1.8314285714285714	0.43061125368971587			BAP, PBAP	Bap60 [-0.525]
dme-miR-4961-3p	dme-mir-4961	1806.0	X:1371268..1371817	0.825	2.4113529303402723	0.03927826082383426	1.2816014394961763	0.3577334433067632	PRC1, PRC2, dRAF, PR-DUB, PRE-binding/Recruiters	"Pc [-1.084] ,
 Su(z)2 [-0.930] ,
 Su(z)12 [-0.108] ,
 Pcl [-0.170] ,
 Jarid2 [-0.297] ,
 Jing [-0.094] ,
 Asx [-0.220] ,
 Cg [-0.473] ,
 Spps [-0.974]"	TAC1, COMPASS-SET1, COMPASS-TRX, ASH1, BAP, PBAP, KIS	"Sbf [-0.062] ,
 Hcf [-0.006] ,
 Mnn1 [-0.150] ,
 fs(1)h [-0.086] ,
 osa [-0.363] ,
 Act5C [-0.005] ,
 Kis [-0.177]"
dme-miR-4961-5p	dme-mir-4961	1806.0	X:1371268..1371817	0.825	1.022706852895532	0.6328864283294102			PRC2	Jarid2 [-0.105]		
dme-miR-4962-3p	dme-mir-4962	0.0	X:3777118..3777717	0.87	1.7876750700280113	0.43985658518855403			PRE-binding/Recruiters	Spps [-0.331]		
dme-miR-4962-5p	dme-mir-4962	0.0	X:3777118..3777717	0.87	1.1477832512315271	0.5914960354009141	0.9638314176245211	0.6529171782323097	PhoRC	Phol [-0.213]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR	Rbbp5 [-0.195]
dme-miR-4963-3p	dme-mir-4963	5915.0	X:5796668..5797667	0.81	1.4398293029871978	0.3730315370507159	0.7590020576131687	0.7432114452937274	PRC1, dRAF, PR-DUB	"Pc [-1.099] ,
 Su(z)2 [-0.227] ,
 Asx [-0.275]"	ASH1, KIS	"fs(1)h [-0.038] ,
 Kis [-0.141]"
dme-miR-4963-5p	dme-mir-4963	5915.0	X:5796668..5797667	0.81	0.8495652173913043	0.689785953654121	1.546642037208075	0.2905241084180159	PRC1, PRE-binding/Recruiters	"Pc [-0.187] ,
 Cg [-0.336]"	COMPASS-SET1, COMPASS-TRX, BAP, PBAP	"Hcf [-0.005] ,
 Mnn1 [-0.114] ,
 osa [-0.193] ,
 Act5C [-0.169]"
dme-miR-4965-3p	dme-mir-4965	4260.0	X:16610368..16612017	0.815								
dme-miR-4965-5p	dme-mir-4965	4260.0	X:16610368..16612017	0.815			1.142844243792325	0.5916222187583411			BAP, PBAP	Act5C [-0.011]
dme-miR-4966-3p	dme-mir-4966	7853.0	X:19549968..19550517	0.84	0.6943547930468263	0.7677057311706091	3.4883654776127893	0.022880626916157137	PRC2	Jing [-0.013]	COMPASS-SET1, COMPASS-TRX, COMPASS-TRR, BAP, PBAP	"Rbbp5 [-0.161] ,
 Dpy-30L1 [-0.698] ,
 Mnn1 [-0.088] ,
 mor [-0.000] ,
 e(y)3 [-0.079]"
